Time,nC,r5,r6,nCmfe5,ac,ac5,zz,zz5,fe,fe5,bay5,bay5l,bay6,bay6l,other,growth rate,fR5,bifurcations
0.000650650650651,24.5333333333,0.266666666667,7.0,24.0,0.0,0.0,5.73333333333,0.533333333333,5.46666666667,0.266666666667,0.0,0.0,0.0,0.0,0.0,532.8,0.0,0.0
0.000655655655656,24.5333333333,0.266666666667,7.0,24.0,0.0,0.0,5.73333333333,0.533333333333,5.46666666667,0.266666666667,0.0,0.0,0.0,0.0,0.0,133.2,0.0,0.0
0.000660660660661,24.5333333333,0.266666666667,7.0,24.0,0.0,0.0,5.73333333333,0.533333333333,5.46666666667,0.266666666667,0.0,0.0,0.0,0.0,0.0,133.2,0.0,0.0
0.000665665665666,24.5333333333,0.266666666667,7.0,24.0,0.0,0.0,5.73333333333,0.533333333333,5.46666666667,0.266666666667,0.0,0.0,0.0,0.0,0.0,666.0,0.0,0.0
0.000670670670671,24.4666666667,0.233333333333,7.0,24.0,0.0,0.0,5.76666666667,0.466666666667,5.53333333333,0.233333333333,0.0,0.0,0.0,0.0,0.0,399.6,0.0,0.0
0.000675675675676,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,133.2,0.0,0.0
0.000680680680681,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000685685685686,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000690690690691,24.5333333333,0.266666666667,7.0,24.0,0.0,0.0,5.73333333333,0.533333333333,5.46666666667,0.266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000695695695696,24.5333333333,0.266666666667,7.0,24.0,0.0,0.0,5.73333333333,0.533333333333,5.46666666667,0.266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000700700700701,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,-133.2,0.0,0.0
0.000705705705706,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,-133.2,0.0,0.0
0.000710710710711,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,-133.2,0.0,0.0
0.000715715715716,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,133.2,0.0,0.0
0.000720720720721,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,399.6,0.0,0.0
0.000725725725726,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,488.4,0.0,0.0
0.000730730730731,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,355.2,0.0,0.0
0.000735735735736,24.8,0.4,7.0,24.0,0.0,0.0,5.6,0.8,5.2,0.4,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0
0.000740740740741,24.6666666667,0.333333333333,7.0,24.0,0.0,0.0,5.66666666667,0.666666666667,5.33333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,754.8,0.0,0.0
0.000745745745746,24.5333333333,0.266666666667,7.0,24.0,0.0,0.0,5.73333333333,0.533333333333,5.46666666667,0.266666666667,0.0,0.0,0.0,0.0,0.0,1287.6,0.0,0.0
0.000750750750751,24.5333333333,0.266666666667,7.0,24.0,0.0,0.0,5.73333333333,0.533333333333,5.46666666667,0.266666666667,0.0,0.0,0.0,0.0,0.0,1021.2,0.0,0.0
0.000755755755756,24.3333333333,0.166666666667,7.0,24.0,0.0,0.0,5.83333333333,0.333333333333,5.66666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,888.0,0.0,0.0
0.000760760760761,24.3333333333,0.166666666667,7.0,24.0,0.0,0.0,5.83333333333,0.333333333333,5.66666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,1154.4,0.0,0.0
